questionId,currentQuestion,slug,category,subcategory,detectedIssue,severity,recommendedAction,rewriteSuggestion,priorityReason
"cmtlhrlay01jjff54j8iixue2","How would you design a solution for cancellation-propagation? after measuring an unexpected result","how-would-you-design-a-solution-for-cancellation-propagation-after-measuring-an-unexpected-result","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for cancellation propagation? after measuring an unexpected result",""
"cmtlhrl5n01jhff54ary64k39","What's your approach to handling cancellation-propagation?","what-s-your-approach-to-handling-cancellation-propagation","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling cancellation propagation?",""
"cmtlhrl0f01jfff54yy7h1j9j","How would you evaluate whether cancellation-propagation is working well? when explaining your decision to a non-specialist","how-would-you-evaluate-whether-cancellation-propagation-is-working-well-when-explaining-your-decision-to-a-non-specialist","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether cancellation propagation is working well? when explaining your decision to a non specialist",""
"cmtlhrkv401jdff54hy5duylh","What common mistakes have you seen with cancellation-propagation?","what-common-mistakes-have-you-seen-with-cancellation-propagation","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with cancellation propagation?",""
"cmtlhrkps01jbff54t8jchbt0","How would you explain cancellation-propagation to a teammate who's new to it?","how-would-you-explain-cancellation-propagation-to-a-teammate-who-s-new-to-it","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain cancellation propagation to a teammate who's new to it?",""
"cmtlhrkkj01j9ff546k9hc5tm","What's your process for cancellation-propagation in a production system? for a global team with distributed members","what-s-your-process-for-cancellation-propagation-in-a-production-system-for-a-global-team-with-distributed-members","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for cancellation propagation in a production system? for a global team with distributed members",""
"cmtlhrkf001j7ff54mcnzo3sk","How do you decide when cancellation-propagation is the right call?","how-do-you-decide-when-cancellation-propagation-is-the-right-call","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when cancellation propagation is the right call?",""
"cmtlhrk8w01j5ff54c07g4rhy","What trade-offs matter most when dealing with cancellation-propagation?","what-trade-offs-matter-most-when-dealing-with-cancellation-propagation","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with cancellation propagation?",""
"cmtlhrk3g01j3ff543k9qy6bg","Walk me through your strategy for cancellation-propagation.","walk-me-through-your-strategy-for-cancellation-propagation","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for cancellation propagation.",""
"cmtlhrjy601j1ff54r9uixv4d","How would you approach cancellation-propagation? while mentoring a junior teammate","how-would-you-approach-cancellation-propagation-while-mentoring-a-junior-teammate","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach cancellation propagation? while mentoring a junior teammate",""
"cmtlhrjsy01izff54xq14hbor","What would you prioritize when result-wrapper?","what-would-you-prioritize-when-result-wrapper","Kotlin Developer","Kotlin Developer","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on result wrapper?",""
"cmtlhrjnp01ixff54yg4tgxkc","Talk me through how you'd handle result-wrapper.","talk-me-through-how-you-d-handle-result-wrapper","Kotlin Developer","Kotlin Developer","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle result wrapper. in a real situation?",""
"cmtlhrjib01ivff54tebpbxrg","How would you design a solution for result-wrapper?","how-would-you-design-a-solution-for-result-wrapper","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for result wrapper?",""
"cmtlhrjcj01itff54mcd7mgip","What's your approach to handling result-wrapper? when explaining your decision to a non-specialist","what-s-your-approach-to-handling-result-wrapper-when-explaining-your-decision-to-a-non-specialist","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling result wrapper? when explaining your decision to a non specialist",""
"cmtlhrj6z01irff54cirx3t92","How would you evaluate whether result-wrapper is working well?","how-would-you-evaluate-whether-result-wrapper-is-working-well","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether result wrapper is working well?",""
"cmtlhrj1n01ipff541v7yvmhu","What common mistakes have you seen with result-wrapper?","what-common-mistakes-have-you-seen-with-result-wrapper","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with result wrapper?",""
"cmtlhriw401inff54keze8ghg","How would you explain result-wrapper to a teammate who's new to it? for a high-risk release","how-would-you-explain-result-wrapper-to-a-teammate-who-s-new-to-it-for-a-high-risk-release","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain result wrapper to a teammate who's new to it? for a high risk release",""
"cmtlhriqv01ilff540vd9b69w","What's your process for result-wrapper in a production system?","what-s-your-process-for-result-wrapper-in-a-production-system","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for result wrapper in a production system?",""
"cmtlhrikn01ijff54luscx71y","How do you decide when result-wrapper is the right call?","how-do-you-decide-when-result-wrapper-is-the-right-call","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when result wrapper is the right call?",""
"cmtlhriex01ihff54hqsvz396","What trade-offs matter most when dealing with result-wrapper?","what-trade-offs-matter-most-when-dealing-with-result-wrapper","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with result wrapper?",""
"cmtlhri9801ifff54fzzpjbu8","Walk me through your strategy for result-wrapper. when scalability is a critical concern","walk-me-through-your-strategy-for-result-wrapper-when-scalability-is-a-critical-concern","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for result wrapper. when scalability is a critical concern",""
"cmtlhri3v01idff54dnib5p8k","How would you approach result-wrapper? for a large‑scale production system","how-would-you-approach-result-wrapper-for-a-large-scale-production-system","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach result wrapper? for a large‑scale production system",""
"cmtlhrhy001ibff54zxjzfijx","What would you prioritize when structuring-viewmodel? when a previous solution failed","what-would-you-prioritize-when-structuring-viewmodel-when-a-previous-solution-failed","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when structuring viewmodel? when a previous solution failed",""
"cmtlhrhsn01i9ff54vft7f74j","Talk me through how you'd handle structuring-viewmodel. when explaining your decision to a non-specialist","talk-me-through-how-you-d-handle-structuring-viewmodel-when-explaining-your-decision-to-a-non-specialist","Kotlin Developer","Kotlin Developer","near duplicate (QCA-00764); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhrhn101i7ff54sn99lsu4","How would you design a solution for structuring-viewmodel?","how-would-you-design-a-solution-for-structuring-viewmodel","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for structuring viewmodel?",""
"cmtlhrhhs01i5ff54yhrpi250","What's your approach to handling structuring-viewmodel?","what-s-your-approach-to-handling-structuring-viewmodel","Kotlin Developer","Kotlin Developer","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling structuring viewmodel?",""
"cmtlhrhc401i3ff54v0fytgnn","How would you evaluate whether structuring-viewmodel is working well? when explaining your decision to a non-specialist","how-would-you-evaluate-whether-structuring-viewmodel-is-working-well-when-explaining-your-decision-to-a-non-specialist","Kotlin Developer","Kotlin Developer","near duplicate (QCA-00349); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhrh6w01i1ff54w6uqtve6","What common mistakes have you seen with structuring-viewmodel?","what-common-mistakes-have-you-seen-with-structuring-viewmodel","Kotlin Developer","Kotlin Developer","near duplicate (QCA-01106); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhrh1j01hzff54gz051jxw","How would you explain structuring-viewmodel to a teammate who's new to it? when explaining your decision to a non-specialist","how-would-you-explain-structuring-viewmodel-to-a-teammate-who-s-new-to-it-when-explaining-your-decision-to-a-non-specialist","Kotlin Developer","Kotlin Developer","near duplicate (QCA-00350); slug-like placeholder topic","MEDIUM","MERGE","",""
